portfolio_name,borrow_cost_rate,weighted_long_fee_pct,short_exposure,borrow_cost_drag,expected_return_after_borrow_cost,utility_after_borrow_cost,utility_gap_vs_no_short
Optimal Portfolio no_short,0.0,0.723632657497465,0.0,0.0,0.12847808952392178,0.09759835814827068,0.0
Optimal Portfolio bounded_short,0.0,1.0243172619060517,0.19999999575774585,0.0,0.14309039879827917,0.10899541124856392,0.011397053100293236
Optimal Portfolio no_short,0.01,0.723632657497465,0.0,0.0,0.12847808952392178,0.09759835814827068,0.0
Optimal Portfolio bounded_short,0.01,1.0243172619060517,0.19999999575774585,0.0019999999575774584,0.1410903988407017,0.10699541129098646,0.009397053142715772
Optimal Portfolio no_short,0.02,0.723632657497465,0.0,0.0,0.12847808952392178,0.09759835814827068,0.0
Optimal Portfolio bounded_short,0.02,1.0243172619060517,0.19999999575774585,0.003999999915154917,0.13909039888312424,0.10499541133340899,0.007397053185138308
Optimal Portfolio no_short,0.03,0.723632657497465,0.0,0.0,0.12847808952392178,0.09759835814827068,0.0
Optimal Portfolio bounded_short,0.03,1.0243172619060517,0.19999999575774585,0.005999999872732376,0.1370903989255468,0.10299541137583156,0.005397053227560872
