portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H
Optimal Portfolio unconstrained_short,0.7756946582788012,0.20699089752106117,0.45496252320500113,1.0000000000000022,38.487704482325945,75.97540896465189,37.487704482325945,,United SGD Fund B Acc SGD (3149.42%); Infinity US 500 Stock Index SGD (330.71%); Amova Singapore Equity SGD (formerly Nikko AM) (184.06%),LionGlobal SGD Money Market A Acc SGD (-2482.50%); AB FCP I Global High Yield A2 SGD-H (-599.95%); United High Grade Corporate Bond A Acc SGD (-375.69%),False,0.42168752641239243,0.3962113461568558,-0.3551146955553557,-24.825015690791723,31.494161584757045,-3.7569024949122083,-5.999488276494692,1.840572156479067,3.3071339684912404,1.3792821078673099,-0.8954250972818995,-2.010872922845421,0.46655466473128454
