raw_min_eigenvalue,raw_max_eigenvalue,raw_psd_pass,repair_applied,eigenvalue_floor,repaired_min_eigenvalue
7.530165888823863e-06,0.1270374511751065,True,False,1e-08,7.5301658888239465e-06
