portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H,A
Optimal Portfolio no_short,0.13645520233952566,0.02459471069623381,0.15682700882256795,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (67.71%); Blackrock World Gold Fund A2 SGD-H (32.29%),N/A,True,0.8866999373005905,0.12292811145659706,-0.22111838798369843,3.318834763263912e-17,0.0,2.5484207049236125e-17,0.0,0.0,0.6770980883916938,0.0,0.0,0.0,0.3229019116083063,1.1
Optimal Portfolio no_short,0.1364007019327395,0.024496065413218693,0.15651218934389324,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (67.91%); Blackrock World Gold Fund A2 SGD-H (32.09%),N/A,True,0.8841788941260363,0.12280538562840314,-0.22089818626325175,2.187413821242124e-17,5.708214568823532e-17,0.0,0.0,0.0,0.6790753771560499,6.3111179740599014e-18,1.3717545626870262e-17,0.0,0.3209246228439502,1.11
Optimal Portfolio no_short,0.13634717688168183,0.024400054421626866,0.15620516771741857,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (68.10%); Blackrock World Gold Fund A2 SGD-H (31.90%),N/A,True,0.8817029683010029,0.12268314640557078,-0.22068202861116404,2.3176986569900876e-17,0.0,0.0,0.0,0.0,0.6810172797639195,4.901713420468637e-18,0.0,2.018731695238902e-17,0.31898272023608065,1.12
Optimal Portfolio no_short,0.1362945968108913,0.024306576887641988,0.15590566663095343,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (68.29%); Blackrock World Gold Fund A2 SGD-H (31.71%),N/A,True,0.8792707547378253,0.12256138086937357,-0.22046978696106778,0.0,0.0,1.952418540384637e-18,1.898792552901702e-17,1.1037169636964502e-17,0.6829248982448428,1.205750414512745e-17,0.0,1.365092337745361e-17,0.31707510175515713,1.13
Optimal Portfolio no_short,0.1362429396872375,0.02421554935590137,0.15561346135826865,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Infinity US 500 Stock Index SGD (68.48%); Blackrock World Gold Fund A2 SGD-H (31.52%),N/A,True,0.8768812342427644,0.12244007655437372,-0.2202613672118935,4.319970869537736e-17,0.0,1.4393228166585545e-17,0.0,0.0,0.6847990319664592,8.432818910016669e-19,0.0,6.599116953315405e-18,0.31520096803354103,1.14
Optimal Portfolio no_short,0.1361921821326307,0.024126888180725035,0.15532832381998152,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (68.66%); Blackrock World Gold Fund A2 SGD-H (31.34%),N/A,True,0.874533325407873,0.12231922142871382,-0.22005667008449203,1.396276298904164e-17,0.0,2.486673544021265e-18,0.0,2.2274425459445466e-18,0.6866405290918643,2.7989416107298766e-17,0.0,2.9924913803040275e-17,0.3133594709081356,1.15
Optimal Portfolio no_short,0.13614229841392905,0.02404050782500131,0.1550500171718833,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (68.85%); Blackrock World Gold Fund A2 SGD-H (31.15%),N/A,True,0.8722258378867684,0.1221988038754283,-0.21985558705658137,0.0,0.0,0.0,3.403690105924872e-17,0.0,0.6884503232260641,5.347662105184369e-18,1.3069122147505963e-17,3.171602875353661e-17,0.3115496767739359,1.16
Optimal Portfolio no_short,0.1360932684246671,0.02395633461530677,0.15477834026538329,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (69.02%); Blackrock World Gold Fund A2 SGD-H (30.98%),N/A,True,0.8699578416080908,0.12207881267471264,-0.21965803253037175,0.0,7.64943746862484e-19,0.0,0.0,4.0156858582403235e-17,0.6902291438367918,0.0,0.0,9.564022907903252e-18,0.30977085616320843,1.17
Optimal Portfolio no_short,0.13604506798859856,0.02387428983305732,0.1545130733402754,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (69.20%); Blackrock World Gold Fund A2 SGD-H (30.80%),N/A,True,0.867728218243298,0.12195923698709474,-0.21946390473254274,0.0,0.0,3.6047834369851983e-17,5.8697466939546116e-18,1.615525390737883e-18,0.6919778680444723,0.0,0.0,2.189155130441623e-17,0.3080221319555278,1.18
Optimal Portfolio no_short,0.13599767955854816,0.0237943079346113,0.15425403701236248,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (69.37%); Blackrock World Gold Fund A2 SGD-H (30.63%),N/A,True,0.8655361561069521,0.12184006633745444,-0.21927312880583338,0.0,0.0,0.0,1.5414262560460556e-17,1.6004513354385013e-18,0.6936971324651356,0.0,2.469064256412325e-17,4.246950129037324e-17,0.30630286753486435,1.19
Optimal Portfolio no_short,0.1359510794920647,0.02371631482037052,0.15400102214066802,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (69.54%); Blackrock World Gold Fund A2 SGD-H (30.46%),N/A,True,0.8633805615624409,0.12172129059984238,-0.21908560555370993,0.0,4.3977556634542165e-17,0.0,1.0642716009988775e-17,2.2844926749792628e-17,0.6953877948529876,1.2198956142646374e-17,0.0,2.6957899040500362e-17,0.30461220514701237,1.2
