portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H,policy
Target Return unconstrained_short,0.1308564866909192,0.004686808693836054,0.06846027091559055,1.0000000000000002,5.753237189036076,10.506474378072152,4.753237189036076,0.13085648668801897,United SGD Fund B Acc SGD (470.74%); Infinity US 500 Stock Index SGD (49.61%); Amova Singapore Equity SGD (formerly Nikko AM) (27.53%),LionGlobal SGD Money Market A Acc SGD (-285.89%); AB FCP I Global High Yield A2 SGD-H (-89.90%); United High Grade Corporate Bond A Acc SGD (-56.52%),False,0.4214272353826031,,-0.05550691180760481,-2.8589051503896483,4.707372631945047,-0.5651595589011297,-0.8989570763844448,0.2752959611465533,0.49611471366105214,0.20513151724367604,-0.1312369181394068,-0.2989784852214459,0.06932236503974752,unconstrained_short
Target Return unconstrained_short,0.1409097647078461,0.005547503983941371,0.0744815680819179,1.0000000000000004,6.263739912277552,11.527479824555105,5.2637399122775514,0.14090976469544136,United SGD Fund B Acc SGD (512.51%); Infinity US 500 Stock Index SGD (53.99%); Amova Singapore Equity SGD (formerly Nikko AM) (29.97%),LionGlobal SGD Money Market A Acc SGD (-320.15%); AB FCP I Global High Yield A2 SGD-H (-97.85%); United High Grade Corporate Bond A Acc SGD (-61.48%),False,0.42146506613283174,,-0.06069041830048805,-3.2015212167321754,5.125119149553645,-0.6148424480232917,-0.9785486046079033,0.2997163427196109,0.5398677101491399,0.22352169837143987,-0.14316377455060755,-0.3256638683635737,0.07551501148371659,unconstrained_short
Target Return unconstrained_short,0.15096304272670558,0.006480838683102895,0.08050365633375228,0.9999999999999994,6.7741715797413065,12.548343159482615,5.7741715797413065,0.15096304270286376,United SGD Fund B Acc SGD (554.28%); Infinity US 500 Stock Index SGD (58.36%); Amova Singapore Equity SGD (formerly Nikko AM) (32.41%),LionGlobal SGD Money Market A Acc SGD (-354.41%); AB FCP I Global High Yield A2 SGD-H (-105.81%); United High Grade Corporate Bond A Acc SGD (-66.45%),False,0.4214951605141862,,-0.06585737902318634,-3.54407207544393,5.542799732496115,-0.6645379746081004,-1.058123538412754,0.32413397268261074,0.583636772037107,0.24189300007672465,-0.1550868963712708,-0.3523510949052517,0.0817081024487493,unconstrained_short
Target Return unconstrained_short,0.16101632070941546,0.007486812761590708,0.08652637032483627,1.0,7.284542030266513,13.569084060533028,6.284542030266513,0.1610163207102861,United SGD Fund B Acc SGD (596.04%); Infinity US 500 Stock Index SGD (62.74%); Amova Singapore Equity SGD (formerly Nikko AM) (34.85%),LionGlobal SGD Money Market A Acc SGD (-388.66%); AB FCP I Global High Yield A2 SGD-H (-113.77%); United High Grade Corporate Bond A Acc SGD (-71.42%),False,0.4215186611686876,,-0.07100787043704837,-3.8865666207569918,5.96042529666086,-0.7142481217706143,-1.1376811579385016,0.3485484381769287,0.627423503359596,0.2602432916903571,-0.16700641668505295,-0.37903971311535245,0.0879015003787711,unconstrained_short
Target Return unconstrained_short,0.17106959873139968,0.008565426248872863,0.09254958805350169,1.0000000000000004,7.7948736224997575,14.589747244999515,6.794873622499757,0.1710695987177085,United SGD Fund B Acc SGD (637.80%); Infinity US 500 Stock Index SGD (67.12%); Amova Singapore Equity SGD (formerly Nikko AM) (37.30%),LionGlobal SGD Money Market A Acc SGD (-422.90%); AB FCP I Global High Yield A2 SGD-H (-121.72%); United High Grade Corporate Bond A Acc SGD (-76.40%),False,0.42153722709953917,,-0.07614186902509978,-4.22902533205172,6.378017112303929,-0.7639700562755625,-1.2172256336805911,0.3729603160277418,0.6712239223452706,0.27857724186058586,-0.178923395073018,-0.4057292054188648,0.09409502996223032,unconstrained_short
Target Return unconstrained_short,0.18112287674640465,0.009716679178304679,0.09857321734784089,0.9999999999999987,8.305185385162824,15.61037077032565,7.305185385162825,0.1811228767251309,United SGD Fund B Acc SGD (679.56%); Infinity US 500 Stock Index SGD (71.50%); Amova Singapore Equity SGD (formerly Nikko AM) (39.74%),LionGlobal SGD Money Market A Acc SGD (-457.15%); AB FCP I Global High Yield A2 SGD-H (-129.68%); United High Grade Corporate Bond A Acc SGD (-81.37%),False,0.42155240349259776,,-0.08125930691146599,-4.571465791803648,6.7955923394772295,-0.8136992649698542,-1.2967622998857486,0.3973706126087909,0.7150325539553716,0.29690129003360927,-0.1908389029041795,-0.4324191255993947,0.10028858908782308,unconstrained_short
Target Return unconstrained_short,0.1911761547264208,0.010940571589447374,0.10459718729223733,1.0000000000000009,8.815501764574467,16.63100352914893,7.815501764574466,0.19117615473255328,United SGD Fund B Acc SGD (721.32%); Infinity US 500 Stock Index SGD (75.88%); Amova Singapore Equity SGD (formerly Nikko AM) (42.18%),LionGlobal SGD Money Market A Acc SGD (-491.39%); AB FCP I Global High Yield A2 SGD-H (-137.63%); United High Grade Corporate Bond A Acc SGD (-86.34%),False,0.42156530716409024,,-0.08636015439448386,-4.913909733762661,7.213173785066184,-0.863432487214743,-1.3762965600506263,0.42178001921623803,0.7588440035566909,0.31522192108761343,-0.20275414705235845,-0.4591088364940782,0.10648203564774111,unconstrained_short
Target Return unconstrained_short,0.2012294327446218,0.012237103520341233,0.11062144240761478,0.9999999999999998,9.325827754603253,17.651655509206506,8.325827754603253,0.20122943273997568,United SGD Fund B Acc SGD (763.08%); Infinity US 500 Stock Index SGD (80.27%); Amova Singapore Equity SGD (formerly Nikko AM) (44.62%),LionGlobal SGD Money Market A Acc SGD (-525.64%); AB FCP I Global High Yield A2 SGD-H (-145.58%); United High Grade Corporate Bond A Acc SGD (-91.32%),False,0.42157686474321565,,-0.09144432279124026,-5.256362264919225,7.630764612593132,-0.9131652074695489,-1.4558322456638837,0.4461895219811279,0.802654160159843,0.3335440742704653,-0.21466974227219654,-0.4857982942783995,0.11267538559868538,unconstrained_short
Target Return unconstrained_short,0.21128271073238666,0.013606274978527228,0.11664593854278522,1.0000000000000004,9.836168666448646,18.672337332897293,8.836168666448643,0.21128271074739807,United SGD Fund B Acc SGD (804.84%); Infinity US 500 Stock Index SGD (84.65%); Amova Singapore Equity SGD (formerly Nikko AM) (47.06%),LionGlobal SGD Money Market A Acc SGD (-559.88%); AB FCP I Global High Yield A2 SGD-H (-153.54%); United High Grade Corporate Bond A Acc SGD (-96.29%),False,0.421587531592404,,-0.09651180162735751,-5.598828080752835,8.048369262891198,-0.9628957626817651,-1.5353713588183524,0.4705995946763086,0.8464608365840318,0.35187033297618686,-0.22658611342274687,-0.5124873507729458,0.11886863932092041,unconstrained_short
Target Return unconstrained_short,0.221335988723289,0.015048085986492281,0.12267064027913233,1.0,10.346532763354615,19.693065526709226,9.346532763354613,0.22133598875482047,United SGD Fund B Acc SGD (846.60%); Infinity US 500 Stock Index SGD (89.03%); Amova Singapore Equity SGD (formerly Nikko AM) (49.50%),LionGlobal SGD Money Market A Acc SGD (-594.13%); AB FCP I Global High Yield A2 SGD-H (-161.49%); United High Grade Corporate Bond A Acc SGD (-101.26%),False,0.4215976221725785,,-0.10156258629088866,-5.941314636195793,8.465995345567668,-1.0126227347887433,-1.614915945191439,0.4950104966056928,0.8902619957202967,0.3702031730177251,-0.2385036801842257,-0.5391757669944128,0.12506175244323126,unconstrained_short
Target Return unconstrained_short,0.2313892667300268,0.01656253654733216,0.12869551875388732,0.9999999999999991,10.856913492494195,20.713826984988387,9.856913492494195,0.23138926676224286,United SGD Fund B Acc SGD (888.36%); Infinity US 500 Stock Index SGD (93.41%); Amova Singapore Equity SGD (formerly Nikko AM) (51.94%),LionGlobal SGD Money Market A Acc SGD (-628.38%); AB FCP I Global High Yield A2 SGD-H (-169.45%); United High Grade Corporate Bond A Acc SGD (-106.23%),False,0.4216073117402469,,-0.10659667007612106,-6.283816336315564,8.883635961306897,-1.0623451127446797,-1.6944658969096724,0.5194224512561589,0.9340574766120044,0.38854280602275365,-0.2504223210278295,-0.56586382549645,0.13125479729638012,unconstrained_short
Target Return unconstrained_short,0.24144254473619478,0.018149626663619314,0.13472055026468424,0.9999999999999991,11.367313476563282,21.73462695312657,10.367313476563282,0.24144254476966526,United SGD Fund B Acc SGD (930.13%); Infinity US 500 Stock Index SGD (97.78%); Amova Singapore Equity SGD (formerly Nikko AM) (54.38%),LionGlobal SGD Money Market A Acc SGD (-662.63%); AB FCP I Global High Yield A2 SGD-H (-177.40%); United High Grade Corporate Bond A Acc SGD (-111.21%),False,0.42161666199111486,,-0.11161409996536698,-6.626335058808517,9.30129375522889,-1.112063517269879,-1.774021377800553,0.5438353278205792,0.9778470272878785,0.40688960061147145,-0.26234209337670605,-0.5925514293076275,0.13744776561446242,unconstrained_short
Target Return unconstrained_short,0.25149582282363364,0.01980935634915321,0.14074571520708262,1.0000000000000002,11.877723692152657,22.755447384305317,10.877723692152657,0.25149582277708765,United SGD Fund B Acc SGD (971.90%); Infinity US 500 Stock Index SGD (102.16%); Amova Singapore Equity SGD (formerly Nikko AM) (56.82%),LionGlobal SGD Money Market A Acc SGD (-696.89%); AB FCP I Global High Yield A2 SGD-H (-185.36%); United High Grade Corporate Bond A Acc SGD (-116.18%),False,0.42162577533129686,,-0.11661485977112551,-6.968863037425724,9.718959417104644,-1.1617769861139466,-1.8535821175484932,0.5682493954127079,1.0216309247504172,0.425243214537149,-0.27426278105280394,-0.6192387700116893,0.14364074034773874,unconstrained_short
Target Return unconstrained_short,0.26154910083422406,0.02154172557369212,0.1467709970453704,0.9999999999999998,12.388144407642296,23.77628881528459,11.388144407642294,0.26154910078451005,United SGD Fund B Acc SGD (1013.66%); Infinity US 500 Stock Index SGD (106.54%); Amova Singapore Equity SGD (formerly Nikko AM) (59.27%),LionGlobal SGD Money Market A Acc SGD (-731.14%); AB FCP I Global High Yield A2 SGD-H (-193.31%); United High Grade Corporate Bond A Acc SGD (-121.15%),False,0.4216345758491389,,-0.1215990304936756,-7.311400082002116,10.136633797457973,-1.2114872778682593,-1.9331468863673547,0.5926641833384731,1.0654100939071596,0.4436026201578051,-0.28618420248674253,-0.6459259589178225,0.14983371278088384,unconstrained_short
