portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H,iteration
Optimal Portfolio no_short,0.1444169278667415,0.014349716404952275,0.11979030179840218,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (58.46%); Amova Singapore Equity SGD (formerly Nikko AM) (41.54%),N/A,True,0.5892427769768351,0.11810911445766234,-0.245184745536007,0.0,0.0,0.0,4.702138731656714e-17,0.41542827991576387,0.5845717200842363,3.5588263668104055e-17,6.176144266639708e-17,7.750271970082745e-18,0.0,11
Optimal Portfolio no_short,0.12148485538907067,0.018522588802176457,0.13609771784338068,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.47500000000000003,0.08752677591841383,-0.1943633922762762,7.405664347778987e-18,0.0,3.1257226136918843e-17,0.0,0.0,1.0,1.2665038618341214e-17,1.565008003387611e-17,0.0,1.772292226061662e-18,12
Optimal Portfolio no_short,0.17959050643226415,0.02000990276823102,0.14145636347733184,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.47500000000000003,0.1429056846905073,-0.1736326272526083,7.405664347778987e-18,0.0,3.1257226136918843e-17,0.0,0.0,1.0,1.2665038618341214e-17,1.565008003387611e-17,0.0,1.772292226061662e-18,13
Optimal Portfolio no_short,0.18666926203211437,0.01831181479504316,0.1353211542776781,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (100.00%),N/A,True,0.7500000000000001,0.15309760157453525,-0.22685350768839274,1.0032789489670496e-17,7.465689281886378e-17,0.0,0.0,0.9999999999999999,2.220446049250313e-16,0.0,6.938893903907228e-18,4.226453831286323e-17,0.0,14
Optimal Portfolio no_short,0.17302695702981066,0.03356677694334232,0.18321238206885013,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Infinity US 500 Stock Index SGD (58.54%); Blackrock World Gold Fund A2 SGD-H (41.46%),N/A,True,1.003591178116125,0.11148786596701642,-0.15952852934402328,0.0,1.017186869869888e-17,2.9111008964976143e-17,3.004162961172736e-17,1.1690948029424283e-16,0.5854186838304901,0.0,0.0,2.6251029179873903e-18,0.41458131616951,15
Optimal Portfolio no_short,0.12235444765087003,0.01428252299355423,0.11950951005486647,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (81.55%); Amova Singapore Equity SGD (formerly Nikko AM) (18.45%),N/A,True,0.5257278255048139,0.09616982216268728,-0.2493037344162785,3.315806865210192e-17,0.0,0.0,9.395963510405849e-18,0.18446482001750455,0.8155351799824955,0.0,0.0,1.0134644871998452e-17,4.841616377738085e-17,16
Optimal Portfolio no_short,0.16127026327478794,0.018709543101042888,0.13678283189436782,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (64.27%); Schroder ISF Asian Opportunities A Acc SGD (25.48%); Blackrock World Gold Fund A2 SGD-H (10.25%),N/A,True,0.8668939367687988,0.12696943425620932,-0.15967360085731597,9.949810685213436e-18,8.842803152870482e-17,0.0,0.0,0.0,0.6426696848459956,0.0,0.2548088602102269,1.2201459678199541e-17,0.10252145494377735,17
Optimal Portfolio no_short,0.21177642018210266,0.048812372014674914,0.22093522130858836,1.0,1.0,1.0,0.0,,Blackrock World Gold Fund A2 SGD-H (45.97%); Amova Singapore Equity SGD (formerly Nikko AM) (33.24%); Schroder ISF Asian Opportunities A Acc SGD (20.79%),N/A,True,1.3656360934316072,0.122287071488532,-0.20317627014576634,4.107956047859528e-18,0.0,1.0642696100807276e-17,2.6206391817137913e-18,0.3323820392603561,0.0,3.3698001973455e-18,0.20792746923214844,6.264416405516145e-18,0.45969049150749564,18
Optimal Portfolio no_short,0.19644164487917085,0.025470561263985943,0.15959499134993535,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (57.88%); Blackrock World Gold Fund A2 SGD-H (26.24%); Infinity US 500 Stock Index SGD (15.87%),N/A,True,0.9687952357978296,0.14974561589519664,-0.3146437348346969,3.994258780167828e-17,3.8638395818908756e-17,6.6316639330516466e-18,6.148310619579627e-17,0.5788249836916723,0.15872923961607685,5.0743200596186285e-17,0.0,9.730957935877254e-18,0.26244577669225067,19
Optimal Portfolio no_short,0.15739499495897638,0.022320385254581958,0.14940008451999603,1.0000000000000009,1.0000000000000009,1.0000000000000009,0.0,,Infinity US 500 Stock Index SGD (85.95%); Fidelity World A-ACC-SGD (14.05%),N/A,True,0.6190370207937106,0.11647428865890946,-0.22065441243284833,0.0,5.040000283965655e-17,3.679205358374957e-17,2.2563488540922072e-17,0.0,0.8594760772744294,0.1405239227255714,0.0,0.0,1.1933589541818676e-17,20
Optimal Portfolio no_short,0.1081951826994646,0.017194460858937458,0.13112765100823495,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Schroder ISF Asian Opportunities A Acc SGD (55.44%); Infinity US 500 Stock Index SGD (44.56%),N/A,True,1.0432997706110159,0.07667200445807926,-0.18204612958800415,0.0,0.0,6.142157024978981e-18,0.0,1.0048488778081062e-17,0.44556119940388694,0.0,0.5544388005961134,1.0714705817116594e-17,0.0,21
Optimal Portfolio no_short,0.12532432637905716,0.023709988865185366,0.15398048209167733,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (88.95%); Blackrock World Gold Fund A2 SGD-H (11.05%),N/A,True,0.8605092269706416,0.08185601345955067,-0.2915546597084103,0.0,1.512326369719138e-17,5.2269171573013764e-17,0.0,0.8894907730293586,0.0,7.54687042814651e-18,4.740115305711709e-17,0.0,0.11050922697064149,22
Optimal Portfolio no_short,0.24449127479933225,0.047650132548964386,0.21828910313839395,1.0,1.0,1.0,0.0,,Blackrock World Gold Fund A2 SGD-H (62.22%); Infinity US 500 Stock Index SGD (37.78%),N/A,True,1.2683682897875437,0.15713269845956424,-0.2603851078680466,0.0,0.0,0.0,3.7918087495367076e-17,1.758926099662952e-16,0.37775036095094605,6.078178790629984e-17,2.0843264577689762e-19,1.2541829259128566e-18,0.6222496390490537,23
Optimal Portfolio no_short,0.20460141757847536,0.041506873152278766,0.2037323566650098,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Blackrock World Gold Fund A2 SGD-H (47.43%); Infinity US 500 Stock Index SGD (29.57%); Schroder ISF Asian Opportunities A Acc SGD (23.01%),N/A,True,1.3155046383893139,0.1285054834659643,-0.2787253135206259,0.0,2.7985278610888126e-17,2.414917822496696e-19,0.0,0.0,0.2956714971423408,0.0,0.23005681101680686,0.0,0.47427169184085255,24
Optimal Portfolio no_short,0.20361005794971282,0.014864350507849657,0.12191944269824094,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.47500000000000026,0.17635874868532178,-0.11955984971635314,0.0,6.149128871988953e-17,0.0,3.3445709997125183e-17,0.0,0.9999999999999999,4.4640915163458985e-17,1.5661874489166073e-16,8.243492867464148e-18,0.0,25
Optimal Portfolio no_short,0.1218692589839493,0.025352719941526325,0.15922537467855533,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.47500000000000026,0.07538927242448439,-0.25529640627748085,0.0,6.149128871988953e-17,0.0,3.3445709997125183e-17,0.0,0.9999999999999999,4.4640915163458985e-17,1.5661874489166073e-16,8.243492867464148e-18,0.0,26
Optimal Portfolio no_short,0.20718898122269908,0.018205394079105288,0.1349273659385126,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (77.74%); Blackrock World Gold Fund A2 SGD-H (22.26%),N/A,True,0.9725696980239742,0.17381242541100606,-0.18113447688232187,1.897701489118365e-17,2.658732292553796e-17,0.0,0.0,0.777430301976026,0.0,0.0,0.0,3.334272930771722e-17,0.22256969802397425,27
Optimal Portfolio no_short,0.15482797142396534,0.021677609227961938,0.14723317977942993,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (51.33%); Infinity US 500 Stock Index SGD (34.21%); Blackrock World Gold Fund A2 SGD-H (14.46%),N/A,True,0.8004860053077315,0.11508568783936846,-0.24028990252313343,2.1531283381505555e-17,0.0,0.0,0.0,0.5132872874606793,0.3421385939071288,3.021439920065584e-17,7.765775342585424e-18,4.943510434601086e-17,0.14457411863219177,28
Optimal Portfolio no_short,0.12810607483662256,0.01893390759323524,0.13760053631158287,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0,,Infinity US 500 Stock Index SGD (48.79%); Amova Singapore Equity SGD (formerly Nikko AM) (31.32%); Blackrock World Gold Fund A2 SGD-H (19.66%),N/A,True,0.8142050428040799,0.0933939109156913,-0.19490839521601278,4.127115027147669e-18,3.4345764404343756e-17,0.0,9.405499316194838e-18,0.31320494540132915,0.4878509180489909,1.3988150332587018e-18,0.0023203651285101058,0.0,0.1966237714211697,29
Optimal Portfolio no_short,0.11309363326961154,0.015358515866677585,0.12392947940937049,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (62.81%); Blackrock World Gold Fund A2 SGD-H (26.17%); Infinity US 500 Stock Index SGD (11.02%),N/A,True,0.9813861194908827,0.08493635418070264,-0.16057500711598605,6.462813562760822e-18,0.0,1.5860968107954138e-18,2.947668170050937e-18,0.6280586202352382,0.11023941982265036,0.0,0.0,5.213935158561122e-17,0.2617019599421115,30
Optimal Portfolio no_short,0.1051068445638584,0.013879925218366836,0.11781309442658247,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.47500000000000014,0.07966031499685253,-0.13580783241234662,6.285544800202781e-18,6.912527990682037e-17,0.0,0.0,2.220446049250313e-16,0.9999999999999998,9.818556625907407e-18,2.682686205369894e-17,1.913010415728883e-17,8.187253706534037e-18,31
Optimal Portfolio no_short,0.40524139210444443,0.0946752753172255,0.30769347623442633,1.0,1.0,1.0,0.0,,Blackrock World Gold Fund A2 SGD-H (78.24%); Infinity US 500 Stock Index SGD (21.76%),N/A,True,1.4725500117545867,0.2316700540228644,-0.2603070876597058,1.3427958016094166e-17,0.0,0.0,4.261439376365808e-18,0.0,0.21760783391797123,9.418137800973103e-18,3.972918885128154e-17,3.7641690945655316e-18,0.7823921660820287,32
Optimal Portfolio no_short,0.104233443075265,0.011001077309018106,0.10488602056050228,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (89.78%); Infinity US 500 Stock Index SGD (10.22%),N/A,True,0.7218817417158352,0.08406480134206515,-0.18162733870182457,3.746700609887053e-17,2.3555841294490563e-17,2.2864658311285087e-17,0.0,0.8977517880575812,0.10224821194241851,8.346473918653083e-17,0.0,0.0,3.239610125845109e-16,33
Optimal Portfolio no_short,0.11969342144923772,0.013242356383077702,0.1150754377922487,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (57.47%); Schroder ISF Asian Opportunities A Acc SGD (24.31%); Blackrock World Gold Fund A2 SGD-H (18.23%),N/A,True,0.956526361923153,0.09541576808026195,-0.14748940994903392,1.4730631860776756e-17,0.0,0.0,0.0,6.242646627917017e-17,0.574669535952829,1.1763597916518322e-17,0.24307991894795997,2.8461732878741267e-17,0.18225054509921107,34
Optimal Portfolio no_short,0.18120498338142016,0.022567083857987856,0.15022344643226587,1.0,1.0,1.0,0.0,,Schroder ISF Asian Opportunities A Acc SGD (58.04%); Blackrock World Gold Fund A2 SGD-H (24.43%); Infinity US 500 Stock Index SGD (17.53%),N/A,True,1.3813544599158523,0.13983199630844242,-0.15586217279105985,0.0,2.278572123809851e-17,0.0,2.0756491352650258e-17,2.29896940618042e-17,0.17532815778494018,0.0,0.5804085556333962,8.951242464609878e-18,0.2442632865816636,35
Optimal Portfolio no_short,0.15327686559730527,0.01157428511509702,0.10758385155355343,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (97.21%); Blackrock World Gold Fund A2 SGD-H (2.79%),N/A,True,0.7779440593110387,0.13205734288629406,-0.10762808911467547,9.52708570121654e-19,4.6759091524721326e-17,0.0,1.273294176284443e-18,0.9720559406889613,3.3797467507100755e-17,0.0,1.3072711282233264e-17,0.0,0.027944059311038764,36
Optimal Portfolio no_short,0.18102929513419905,0.02084315130483805,0.14437157374233353,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (58.68%); Blackrock World Gold Fund A2 SGD-H (29.61%); Schroder ISF Asian Opportunities A Acc SGD (11.72%),N/A,True,1.1339526496030616,0.1428168510753293,-0.18375369566584254,0.0,0.0,2.614586150327798e-17,0.0,0.5867519375487626,1.1382789253555252e-17,1.9362718181904736e-17,0.11718165139270334,1.7485980151673055e-17,0.29606641105853404,37
Optimal Portfolio no_short,0.1635265817326666,0.028210736694545702,0.16796052123801505,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (53.17%); Blackrock World Gold Fund A2 SGD-H (46.83%),N/A,True,1.2183149595964724,0.11180689779266614,-0.19893405331449499,0.0,2.6723576192217693e-18,1.8313524390637506e-17,3.5369591987044615e-17,0.5316850404035275,0.0,0.0,1.0594168657105704e-17,1.0728756466396665e-17,0.4683149595964726,38
Optimal Portfolio no_short,0.09518893116125371,0.014859576267716107,0.12189986163944612,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (78.34%); Schroder ISF Asian Opportunities A Acc SGD (21.66%),N/A,True,0.6969668888478955,0.06794637467044085,-0.3137510970671096,3.6772737036076594e-17,0.0,0.0,0.0,0.0,0.7834469377093704,4.261001156243259e-16,0.21655306229062932,2.354720721507936e-17,1.9401179755861366e-17,39
Optimal Portfolio no_short,0.23832795728978326,0.035176657612662816,0.18755441240520793,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (54.81%); Blackrock World Gold Fund A2 SGD-H (42.98%); Infinity US 500 Stock Index SGD (2.21%),N/A,True,1.1737105688203606,0.1738374183332348,-0.19145377761001425,1.769130927524978e-17,0.0,1.292785405530243e-17,2.2210227652250432e-17,0.5481362217026865,0.022080948609374762,0.0,4.3380974397466e-18,0.0,0.4297828296879387,40
Optimal Portfolio no_short,0.24791456995842992,0.0630507699676377,0.251099123789068,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Blackrock World Gold Fund A2 SGD-H (82.47%); LionGlobal SGD Money Market A Acc SGD (17.23%); Schroder ISF Asian Opportunities A Acc SGD (0.31%),N/A,True,1.4908510306107492,0.13232149168442747,-0.33614022700444746,0.17225140858491006,0.0,2.0261028098322864e-17,9.215385967208918e-19,3.67544536472586e-17,0.0,0.0,0.003087426047541914,2.5492303580565423e-17,0.8246611653675481,41
Optimal Portfolio no_short,0.1429890663960958,0.018975699926382556,0.13775231368794702,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (70.25%); Blackrock World Gold Fund A2 SGD-H (26.47%); Infinity US 500 Stock Index SGD (3.28%),N/A,True,1.0056729578616037,0.10820028319772779,-0.11057546675072849,0.0,1.526236543975434e-17,2.682272710237728e-17,0.0,0.7025077006593975,0.03279948351294045,0.0,5.401293481477985e-18,5.170842319333863e-17,0.26469281582766224,42
Optimal Portfolio no_short,0.18501506166944676,0.018161092233369834,0.13476309670443848,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (73.78%); Blackrock World Gold Fund A2 SGD-H (23.20%); Amova Singapore Equity SGD (formerly Nikko AM) (3.02%),N/A,True,0.779160806386211,0.15171972590826874,-0.23292532713846326,8.691369963712829e-18,0.0,0.0,3.819830454436811e-17,0.03019805350709033,0.7377577569464302,5.9709301232161055e-18,9.987467313020068e-18,8.504345626506974e-18,0.23204418954647937,43
Optimal Portfolio no_short,0.17993031123730735,0.018383992141146055,0.13558758107270022,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Infinity US 500 Stock Index SGD (88.26%); Amova Singapore Equity SGD (formerly Nikko AM) (11.74%),N/A,True,0.5072772958197601,0.14622632564520627,-0.24214841791818287,4.4665118302135053e-17,0.0,1.3493346439964049e-17,0.0,0.11737198479912521,0.8826280152008744,9.206791415988079e-17,1.0099571374117464e-16,4.1662129134684095e-17,3.9405236125497607e-16,44
Optimal Portfolio no_short,0.024746484314936517,0.0019905049746898364,0.04461507564366373,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,LionGlobal SGD Money Market A Acc SGD (76.92%); Infinity US 500 Stock Index SGD (17.94%); Blackrock World Gold Fund A2 SGD-H (5.15%),N/A,True,0.367550179628481,0.021097225194671818,-0.13692071349737722,0.7691689175899089,0.0,2.6313434921132448e-17,3.1008182133085427e-17,4.119968255444917e-18,0.17936975998953414,0.0,0.0,4.6293914714223594e-18,0.051461322420557204,45
Optimal Portfolio no_short,0.08161989657724059,0.01734893928347745,0.13171537223679494,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,LionGlobal SGD Money Market A Acc SGD (44.17%); Blackrock World Gold Fund A2 SGD-H (38.20%); Infinity US 500 Stock Index SGD (17.63%),N/A,True,0.8626937617668339,0.04981350789086526,-0.1569061962842463,0.4416930774214915,0.0,1.0408340855860843e-17,0.0,6.938893903907228e-18,0.17628754674582667,6.938893903907228e-18,0.0,0.0,0.38201937583268203,46
Optimal Portfolio no_short,0.17886296235765986,0.008371180021522942,0.09149415293625567,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Infinity US 500 Stock Index SGD (65.12%); Amova Singapore Equity SGD (formerly Nikko AM) (34.88%),N/A,True,0.5709277499608503,0.1635157989848678,-0.06670924414738333,7.882941883887067e-16,0.0,8.230285379821066e-17,7.980028643078131e-17,0.3488281816758186,0.6511718183241806,0.0,1.9714798391809817e-16,1.3763967259636147e-16,3.822624678332859e-18,47
Optimal Portfolio no_short,0.15500959431791092,0.015422300556850836,0.1241865554593203,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Fidelity World A-ACC-SGD (61.44%); Infinity US 500 Stock Index SGD (38.56%),N/A,True,1.104780774265241,0.12673537663035106,-0.18732248385375494,0.0,1.5159442209069033e-17,3.189640376665624e-17,0.0,0.0,0.38557973242415555,0.6144202675758449,0.0,2.3061855027442293e-18,0.0,48
Optimal Portfolio no_short,0.1622676757303538,0.020596017997137738,0.1435131283093562,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (66.99%); Schroder ISF Asian Opportunities A Acc SGD (30.14%); Blackrock World Gold Fund A2 SGD-H (2.87%),N/A,True,0.8205099552724477,0.12450830940226795,-0.30200029113823623,0.0,1.5832560906287194e-17,1.147294217788474e-16,0.0,6.273125039472824e-18,0.6699106583947448,0.0,0.30141582109701065,0.0,0.028673520508244614,49
Optimal Portfolio no_short,0.12123746756731583,0.008670888268076897,0.09311760450138791,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (85.60%); Infinity US 500 Stock Index SGD (8.85%); Blackrock World Gold Fund A2 SGD-H (5.55%),N/A,True,0.7811967117480616,0.10534083907584152,-0.1339265530369732,0.0,1.1144941878878352e-17,0.0,2.0960179223421518e-17,0.8559532423889323,0.08850983989255398,3.5633169215424716e-18,3.070393830486282e-17,0.0,0.055536917718513754,50
Optimal Portfolio no_short,0.1497696691265561,0.028803608457053518,0.16971625867032752,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (83.10%); Blackrock World Gold Fund A2 SGD-H (16.90%),N/A,True,0.6904925024683342,0.09696305362195798,-0.2239215521798843,0.0,0.0,0.0,5.550460512663339e-17,8.0083385960585e-16,0.8309862725738553,0.0,2.1858222509997612e-17,2.0246792045976854e-17,0.16901372742614415,51
Optimal Portfolio no_short,0.027231937569838487,0.0026464138083548876,0.05144330674008901,1.0,1.0,1.0,0.0,,LionGlobal SGD Money Market A Acc SGD (69.12%); Schroder ISF Asian Opportunities A Acc SGD (30.20%); Amova Singapore Equity SGD (formerly Nikko AM) (0.69%),N/A,True,0.6308920365517114,0.02238017892118786,-0.08239578257250202,0.6911754309542675,6.987683001669076e-16,0.0,2.710505431213761e-18,0.006851566340604517,4.445228907190568e-18,0.0,0.30197300270512734,1.7564075194265172e-17,0.0,52
Optimal Portfolio no_short,0.13730762638084187,0.017580654797436163,0.13259206159282752,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (63.83%); Fidelity World A-ACC-SGD (28.61%); Blackrock World Gold Fund A2 SGD-H (7.56%),N/A,True,0.8646834901096087,0.10507642591887559,-0.2592201868873517,0.0,1.0401327657395791e-16,0.0,1.8070451880812533e-17,7.185094156145205e-18,0.638268489108973,0.28609674510580324,7.020489342513943e-18,0.0,0.07563476578522384,53
Optimal Portfolio no_short,0.1968745600145409,0.017684223963828592,0.13298204376466993,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.47500000000000014,0.1644534827475218,-0.23281250833300837,0.0,1.4110219066778504e-17,0.0,6.570269009317742e-17,0.0,1.0,0.0,0.0,4.4444691658671476e-18,1.7906572058057646e-17,54
Optimal Portfolio no_short,0.26607559904128536,0.017876950018563122,0.13370471202827192,1.0,1.0,1.0,0.0,,Schroder ISF Asian Opportunities A Acc SGD (47.03%); Blackrock World Gold Fund A2 SGD-H (38.14%); Infinity US 500 Stock Index SGD (14.83%),N/A,True,1.443313663213627,0.23330119067391963,-0.0669054993001571,0.0,4.7860762048458657e-17,0.0,4.8245208823562914e-17,0.0,0.14831709291392875,1.1468459897460893e-17,0.47032817328445436,2.3651363094198323e-17,0.3813547338016168,55
