portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H,iteration
Optimal Portfolio no_short,0.18705975264694114,0.017610795244534946,0.1327056714859427,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Schroder ISF Asian Opportunities A Acc SGD (100.00%),N/A,True,1.4999999999999996,0.15477329469862708,-0.16904998136140337,5.729156321171417e-17,0.0,5.623656530893249e-17,0.0,9.71445146547012e-17,1.1207573311606084e-16,2.616140836565796e-17,1.0,5.587456533875408e-17,0.0,56
Optimal Portfolio no_short,0.2202836586201847,0.03775408599983802,0.19430410700712947,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Infinity US 500 Stock Index SGD (55.07%); Blackrock World Gold Fund A2 SGD-H (44.93%),N/A,True,1.0478189186060327,0.15106783428714834,-0.23197778732091334,6.582812753581377e-18,0.0,1.3691256135624375e-17,5.542138638380536e-18,0.0,0.5507302599168373,0.0,5.451730365659405e-16,0.0,0.4492697400831626,57
Optimal Portfolio no_short,0.16993474205108364,0.017376985054639936,0.13182179279102502,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (78.09%); Blackrock World Gold Fund A2 SGD-H (21.91%),N/A,True,0.7543612918727715,0.1380769361175771,-0.19900005631433426,0.0,0.0,0.0,3.8299080134956654e-17,0.0,0.7808931044135128,0.0,1.3375717517494701e-17,2.3109404224720762e-17,0.21910689558648744,58
Optimal Portfolio no_short,0.11945433101130956,0.01895113330400872,0.13766311526334393,1.0,1.0,1.0,0.0,,Schroder ISF Asian Opportunities A Acc SGD (78.89%); Infinity US 500 Stock Index SGD (21.11%),N/A,True,1.2835728584222088,0.08471058662062692,-0.19967181266082157,2.994534262650079e-17,0.0,0.0,3.016163452992688e-17,3.3855991389367776e-18,0.21114843080760104,0.0,0.788851569192399,0.0,5.3421175946133853e-17,59
Optimal Portfolio no_short,0.12142941466970397,0.00878821912843232,0.09374550191039739,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (65.78%); Infinity US 500 Stock Index SGD (34.22%),N/A,True,0.6559021678642127,0.10531767960091139,-0.08806298282887937,3.847525202087694e-17,0.0,1.9197154996694608e-17,6.817339395677952e-17,0.6578260649607709,0.34217393503922866,0.0,7.32343476288223e-16,0.0,8.464002270759335e-18,60
Optimal Portfolio no_short,0.03552250531060005,0.004911057916422188,0.07007894060573538,1.0,1.0,1.0,0.0,,LionGlobal SGD Money Market A Acc SGD (37.77%); United SGD Fund B Acc SGD (33.06%); Amova Singapore Equity SGD (formerly Nikko AM) (16.33%),N/A,True,0.5506412882545426,0.026518899130492705,-0.16323837778225847,0.3777490725547717,0.33060546883035763,0.0,2.439454888092385e-18,0.1632753371741921,0.0,0.0,8.754932542820448e-18,2.4959599868589493e-17,0.12837012144067858,61
Optimal Portfolio no_short,0.10006674126861786,0.021369122790118992,0.14618181415661455,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (91.68%); Blackrock World Gold Fund A2 SGD-H (8.32%),N/A,True,0.5810937283440808,0.06089001615339972,-0.30268594653441305,0.0,0.0,3.301569008934108e-17,9.23110700074186e-18,2.3091132529544464e-17,0.9167892326713093,2.6204975028485366e-16,3.505253315663114e-17,0.0,0.08321076732869057,62
Optimal Portfolio no_short,0.12412830855736616,0.012558253124301613,0.11206361195455737,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (80.75%); Blackrock World Gold Fund A2 SGD-H (19.25%),N/A,True,0.9424973787330745,0.10110484449614654,-0.11976598739952793,0.0,4.0759737699578043e-17,6.506161620556266e-17,6.561796717625343e-18,0.8075026212669254,1.3493443327503584e-16,0.0,8.297071801089589e-18,0.0,0.1924973787330745,63
Optimal Portfolio no_short,0.32943248271836834,0.059946397995652205,0.24483953519734553,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Blackrock World Gold Fund A2 SGD-H (66.03%); Infinity US 500 Stock Index SGD (33.97%),N/A,True,1.3169397824494384,0.21953075305967265,-0.15970722872725762,0.0,7.187340592629148e-17,0.0,9.977025462059018e-17,6.223415999951345e-17,0.33965507258867556,0.0,1.3836573373015743e-17,1.2900394761529937e-17,0.6603449274113246,64
Optimal Portfolio no_short,0.13856466916065316,0.020574141566562027,0.14343689053574057,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Schroder ISF Asian Opportunities A Acc SGD (92.89%); Infinity US 500 Stock Index SGD (7.11%),N/A,True,1.4271383026127131,0.10084540962195612,-0.24923649317590524,0.0,0.0,0.0,0.0,0.0,0.07108458281686514,0.0,0.9289154171831353,0.0,1.4064668971572988e-17,65
Optimal Portfolio no_short,0.1895092970995321,0.01946003037979642,0.13949921282859062,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.4750000000000001,0.153832574736572,-0.1966913098299371,2.1942709178604386e-18,2.091853350398965e-17,0.0,3.988348030745589e-17,0.0,1.0,0.0,0.0,2.1343862043504658e-17,0.0,66
Optimal Portfolio no_short,0.23228974590788126,0.033021582126342056,0.18171841438429417,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,,Blackrock World Gold Fund A2 SGD-H (48.53%); Fidelity World A-ACC-SGD (38.99%); Infinity US 500 Stock Index SGD (12.49%),N/A,True,1.4933281688732223,0.17175017867625417,-0.14997019442687654,0.0,8.50241973735774e-18,0.0,2.0187716367261652e-17,2.8874790622007076e-17,0.12486939796371603,0.38985339489215926,0.0,2.7790675238379103e-17,0.4852772071441246,67
Optimal Portfolio no_short,0.14294784252193243,0.03136800771214863,0.17711015699882554,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Blackrock World Gold Fund A2 SGD-H (44.88%); Infinity US 500 Stock Index SGD (43.26%); Amova Singapore Equity SGD (formerly Nikko AM) (11.87%),N/A,True,1.079806201503673,0.0854398283829933,-0.3330595125895346,2.0571289854942478e-19,3.7103725791192854e-18,8.176220726396998e-17,0.0,0.11868018532862881,0.4325596966021162,1.5129897803235918e-16,0.0,0.0,0.4487601180692549,68
Optimal Portfolio no_short,0.08989962267181413,0.016930831931552634,0.1301185303158341,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (86.16%); Schroder ISF Asian Opportunities A Acc SGD (9.39%); Infinity US 500 Stock Index SGD (4.45%),N/A,True,0.808234148664055,0.058859764130634304,-0.20430886140825,8.594132265006511e-18,4.3883099713901825e-18,0.0,8.33364190204265e-18,0.8615946336735388,0.04445841568857646,0.0,0.09394695063788484,0.0,2.0051608411420618e-18,69
Optimal Portfolio no_short,0.19683552372960622,0.02013487089230353,0.1418973956501793,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.4750000000000001,0.1599215937603831,-0.18853838515093302,0.0,1.399139489710032e-17,0.0,8.481815717496675e-18,0.0,1.0,1.5108648166875723e-18,9.174848035924423e-17,0.0,9.088881706175605e-18,70
Optimal Portfolio no_short,0.11612249953427625,0.013894355736760226,0.11787432178706364,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (68.46%); Blackrock World Gold Fund A2 SGD-H (18.41%); Fidelity World A-ACC-SGD (13.13%),N/A,True,1.0325899210856206,0.09064951401688251,-0.20955099526146836,0.0,2.3664286069435308e-17,0.0,0.0,0.6845733992597227,0.0,0.13134671861862704,5.912787366156488e-18,1.6494788357592592e-17,0.18407988212165033,71
Optimal Portfolio no_short,0.19735683979953217,0.011019979489765304,0.10497609008610154,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (63.95%); Amova Singapore Equity SGD (formerly Nikko AM) (36.05%),N/A,True,0.5741286225765923,0.17715354406829578,-0.08125968750388768,3.4429293648874827e-17,0.0,0.0,0.0,0.3604677184603356,0.6395322815396645,0.0,0.0,0.0,0.0,72
Optimal Portfolio no_short,0.1658310768480325,0.02049110898060136,0.14314715847896303,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,,Infinity US 500 Stock Index SGD (75.91%); Blackrock World Gold Fund A2 SGD-H (13.35%); Amova Singapore Equity SGD (formerly Nikko AM) (10.74%),N/A,True,0.6747904072836398,0.12826404371693,-0.18510119395697278,2.1468739160397114e-17,0.0,0.0,0.0,0.10737823029403797,0.7590834215077037,0.0,0.0,4.482906531574329e-17,0.13353834819825827,73
Optimal Portfolio no_short,0.15221505409931324,0.00927629783746962,0.0963135392220098,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (55.37%); Infinity US 500 Stock Index SGD (44.63%),N/A,True,0.6272538283543156,0.13520850806395227,-0.16144314363047785,0.0,1.207252357824928e-17,1.522397441330873e-17,2.4847567845357295e-17,0.5536502849247835,0.4463497150752166,3.1956216157101327e-17,0.0,0.0,0.0,74
Optimal Portfolio no_short,0.11646314944274037,0.01218720272296694,0.1103956644210584,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (72.53%); Blackrock World Gold Fund A2 SGD-H (19.07%); Amova Singapore Equity SGD (formerly Nikko AM) (8.40%),N/A,True,0.7412973562802344,0.09411994445063432,-0.2610045083120701,2.2628418840435848e-18,2.895500414287889e-17,5.462219994770025e-17,0.0,0.08399690545997063,0.7252594025567018,0.0,0.0,0.0,0.19074369198332755,75
Optimal Portfolio no_short,0.19418124078510185,0.013577294592394878,0.11652164859971248,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (57.45%); Infinity US 500 Stock Index SGD (42.55%),N/A,True,0.632980588579169,0.1692895340323779,-0.07635222442635681,0.0,2.0353110479357274e-17,0.0,4.923519321367408e-17,0.5744748675606136,0.4255251324393866,0.0,1.852933368789723e-17,0.0,3.5315146564488803e-17,76
Optimal Portfolio no_short,0.1944704920974245,0.013161090716377527,0.11472179704126644,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (79.33%); Blackrock World Gold Fund A2 SGD-H (13.75%); Fidelity World A-ACC-SGD (6.93%),N/A,True,0.9394279304673261,0.1703418257840657,-0.09843734217420841,0.0,5.418270040535268e-17,0.0,0.0,0.7932555676288889,0.0,0.0692660076151416,0.0,0.0,0.1374784247559698,77
Optimal Portfolio no_short,0.2733993740357143,0.03413108504598781,0.18474600143436884,1.0000000000000007,1.0000000000000007,1.0000000000000007,0.0,,Blackrock World Gold Fund A2 SGD-H (54.83%); Infinity US 500 Stock Index SGD (45.17%),N/A,True,1.1740412557392206,0.21082571811807,-0.11640759082563135,1.0148502995104537e-17,8.579577532988726e-17,1.501642971842655e-17,0.0,0.0,0.45173234843982735,5.554830241412319e-17,1.425647801343448e-17,0.0,0.5482676515601732,78
Optimal Portfolio no_short,0.18223301627027466,0.022236225081023266,0.14911815811973828,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (42.06%); Schroder ISF Asian Opportunities A Acc SGD (41.15%); Blackrock World Gold Fund A2 SGD-H (16.80%),N/A,True,1.1108893291684874,0.14146660362173202,-0.19564020744330668,2.768552759644224e-17,1.0970314550859697e-17,0.0,0.0,0.0,0.42058573026137464,0.0,0.4114554589930395,1.941140522074119e-18,0.16795881074558586,79
Optimal Portfolio no_short,0.14629257011967894,0.014195665063316685,0.1191455624994766,1.0,1.0,1.0,0.0,,Schroder ISF Asian Opportunities A Acc SGD (53.40%); Amova Singapore Equity SGD (formerly Nikko AM) (37.62%); Blackrock World Gold Fund A2 SGD-H (8.98%),N/A,True,1.2402993865678154,0.12026718417026502,-0.14894158438886673,0.0,0.0,0.0,0.0,0.37619014430909203,1.2788932646996094e-16,5.502247019001696e-18,0.5340418764923701,3.428049429915646e-17,0.08976797919853778,80
Optimal Portfolio no_short,0.25220955044603555,0.020439796826687864,0.14296781745094894,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.4750000000000002,0.21473658959710779,-0.1763208489448823,1.7613652902559982e-16,0.0,9.140515530585545e-18,1.2242598655734046e-16,0.0,1.0,0.0,6.095355191254714e-17,0.0,0.0,81
Optimal Portfolio no_short,0.19764213045344195,0.027122182971355095,0.16468813852659545,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (41.71%); Schroder ISF Asian Opportunities A Acc SGD (36.96%); Blackrock World Gold Fund A2 SGD-H (21.33%),N/A,True,1.125768979832133,0.14791812833929097,-0.1503104329836571,0.0,0.0,1.1657766473459688e-17,4.1350819393016273e-17,2.3791130248432588e-17,0.4171213899862205,0.0,0.36960499174174416,5.2027921383169504e-18,0.21327361827203548,82
Optimal Portfolio no_short,0.12218945835770181,0.028182772582616998,0.1678772545123877,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (60.37%); Blackrock World Gold Fund A2 SGD-H (35.34%); LionGlobal SGD Money Market A Acc SGD (4.30%),N/A,True,1.0818576740872865,0.07052104195623732,-0.27724378561648433,0.04298772392481009,1.3904892862126594e-17,2.2497195079074217e-17,2.222614453595284e-17,0.6036607400254985,0.0,0.0,0.0,8.131516293641283e-20,0.35335153604969155,83
Optimal Portfolio no_short,0.17948848002141565,0.016618762426849676,0.12891377904184514,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Infinity US 500 Stock Index SGD (88.95%); Blackrock World Gold Fund A2 SGD-H (11.05%),N/A,True,0.6159233180586442,0.14902074890552458,-0.1949202977638801,2.6879818743790365e-17,0.0,0.0,0.0,0.0,0.8894719074049853,0.0,5.746089069528438e-17,4.602706419536161e-17,0.11052809259501509,84
Optimal Portfolio no_short,0.17224896330157508,0.017318573589674896,0.13160005163249328,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.47500000000000014,0.14049824505383776,-0.13192171420608811,0.0,4.0470945929009315e-17,0.0,0.0,0.0,1.0,1.214306433183765e-16,3.570366255935153e-18,4.5530983420510813e-17,3.943631152245007e-17,85
Optimal Portfolio no_short,0.16625510007907252,0.014493425699516102,0.1203886443960397,1.0,1.0,1.0,0.0,,Schroder ISF Asian Opportunities A Acc SGD (60.61%); Infinity US 500 Stock Index SGD (39.39%),N/A,True,1.096283336633879,0.13968381962995965,-0.17323292845969196,0.0,1.966916216912295e-17,0.0,0.0,1.3245499963557969e-17,0.39386991547914263,2.7895789436872864e-17,0.6061300845208575,0.0,2.3526137447888553e-19,86
Optimal Portfolio no_short,0.1630436179632351,0.012405753466459264,0.11138111808766898,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Infinity US 500 Stock Index SGD (72.00%); Blackrock World Gold Fund A2 SGD-H (28.00%),N/A,True,0.8320078103210452,0.14029973660805978,-0.09624861109491034,0.0,0.0,1.467019338148344e-16,1.0966583639220261e-16,0.0,0.719993874258004,0.0,1.3332866674485618e-16,4.1173678637687866e-17,0.28000612574199607,87
Optimal Portfolio no_short,0.1204142690989559,0.0123892826815076,0.11130715467348719,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (97.38%); Blackrock World Gold Fund A2 SGD-H (2.62%),N/A,True,0.7762001396337667,0.09770058418285864,-0.18854573708873568,2.029700599020906e-17,0.0,0.0,0.0,0.9737998603662334,1.8934527178216133e-16,1.86452192654777e-17,0.0,4.026989287631231e-17,0.026200139633766682,88
Optimal Portfolio no_short,0.14027543803089687,0.03334702284114785,0.18261167224782718,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (44.54%); Blackrock World Gold Fund A2 SGD-H (43.12%); LionGlobal SGD Money Market A Acc SGD (6.49%),N/A,True,1.1242269187524032,0.07913922948879248,-0.4108420696538395,0.06491861341928848,0.058414677362590914,6.938893903907228e-18,1.5612511283791264e-17,0.445446319263785,0.0,5.204170427930421e-18,0.0,0.0,0.4312203899543356,89
Optimal Portfolio no_short,0.16125059443318437,0.020108275053037666,0.14180364964639544,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (63.74%); Blackrock World Gold Fund A2 SGD-H (36.26%),N/A,True,1.112561270037537,0.12438542350261533,-0.165677774216612,0.0,0.0,0.0,4.918319570019608e-17,0.6374387299624633,1.8266289336800087e-17,0.0,0.0,4.8232991581942864e-18,0.3625612700375369,90
Optimal Portfolio no_short,0.13673883494501496,0.025437391195584018,0.1594910379788909,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.47500000000000037,0.09010361775311093,-0.22966902058834837,0.0,0.0,7.258227861065836e-17,0.0,0.0,1.0,8.326672684688674e-17,0.0,9.629472581961553e-17,3.991997965047831e-17,91
Optimal Portfolio no_short,0.13844944149079197,0.012625246783190134,0.11236212343663737,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (70.58%); Schroder ISF Asian Opportunities A Acc SGD (29.42%),N/A,True,0.9706395457596861,0.11530315572161007,-0.19633265244517617,4.9371095651889735e-18,0.0,3.178413777500455e-17,3.0120507417660065e-17,0.705813938987085,9.634405214179462e-17,0.0,0.2941860610129149,0.0,1.3672860756782226e-17,92
Optimal Portfolio no_short,0.1944126590054963,0.012382702498759,0.11127759207836499,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,,Infinity US 500 Stock Index SGD (56.79%); Schroder ISF Asian Opportunities A Acc SGD (28.38%); Amova Singapore Equity SGD (formerly Nikko AM) (14.84%),N/A,True,0.8066769847691833,0.1717110377577715,-0.10599207311829839,1.9954151159293363e-17,0.0,9.118059761195884e-17,0.0,0.14835608572727857,0.5678594643271785,0.0,0.28378444994554275,0.0,5.366020510949824e-17,93
Optimal Portfolio no_short,0.1383709138655091,0.015249167439465217,0.12348751936720252,1.0,1.0,1.0,0.0,,Schroder ISF Asian Opportunities A Acc SGD (57.79%); Amova Singapore Equity SGD (formerly Nikko AM) (31.25%); Infinity US 500 Stock Index SGD (10.96%),N/A,True,1.1532667485735901,0.1104141068931562,-0.1541646968702982,1.1005640072393758e-17,0.0,0.0,9.468272632085976e-18,0.31248202751152687,0.1096309568709902,5.567101020581171e-18,0.577887015617483,1.652192665941345e-17,1.238656289902523e-17,94
Optimal Portfolio no_short,0.09738234771170816,0.015273987989518683,0.12358797671909143,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (94.51%); Schroder ISF Asian Opportunities A Acc SGD (5.49%),N/A,True,0.7912120207554135,0.06938003639759058,-0.258133715664423,3.2914063767906856e-18,3.433846196709264e-17,6.236885645274825e-17,2.257068481429817e-17,0.9450506389927817,9.95005993298505e-17,1.0012757309226021e-17,0.054949361007218145,0.0,3.450948755066729e-17,95
Optimal Portfolio no_short,0.12537676137669457,0.021378636793179247,0.1462143522133831,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (63.06%); Blackrock World Gold Fund A2 SGD-H (36.94%),N/A,True,1.1193735876911797,0.08618259392253262,-0.28509913932299846,2.633125101432525e-17,0.0,0.0,0.0,0.6306264123088205,0.0,1.1515795585292294e-17,0.0,4.433588118618918e-17,0.3693735876911797,96
Optimal Portfolio no_short,0.10939987896152105,0.010950443209510002,0.10464436539780822,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (50.48%); Fidelity World A-ACC-SGD (43.16%); Blackrock World Gold Fund A2 SGD-H (6.36%),N/A,True,1.1372634491202065,0.08932406641075272,-0.10801022307713448,1.7639881050612425e-17,2.5898649934480716e-18,1.5422023245555026e-17,7.449592482263808e-19,0.5048334655873514,3.5077674741367115e-17,0.4316123411697681,0.0,0.0,0.06355419324288049,97
Optimal Portfolio no_short,0.13012324943884787,0.015588631948348634,0.12485444304608721,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (64.47%); Infinity US 500 Stock Index SGD (22.19%); Blackrock World Gold Fund A2 SGD-H (13.33%),N/A,True,0.8223127298855517,0.10154409086687538,-0.22772448755729446,6.411385338123471e-18,1.726383349401935e-17,0.0,1.6161113882604045e-17,0.6447209544792691,0.22193436520406212,0.0,0.0,0.0,0.13334468031666882,98
Optimal Portfolio no_short,0.11995931130123647,0.017809468946737163,0.13345212230136005,1.0,1.0,1.0,0.0,,Schroder ISF Asian Opportunities A Acc SGD (45.59%); Infinity US 500 Stock Index SGD (31.37%); Blackrock World Gold Fund A2 SGD-H (23.04%),N/A,True,1.236054753597722,0.08730861823221833,-0.24661446128554332,2.6845533260698797e-17,3.4255819368654164e-17,0.0,0.0,1.1610284314020106e-17,0.31369901550541396,0.0,0.4559160065315006,2.940112324973219e-17,0.23038497796308538,99
Optimal Portfolio no_short,0.099379634165147,0.01666648848908017,0.12909875479291102,1.0000000000000009,1.0000000000000009,1.0000000000000009,0.0,,Infinity US 500 Stock Index SGD (70.71%); Blackrock World Gold Fund A2 SGD-H (29.29%),N/A,True,0.8484026713225562,0.06882440526850003,-0.33655326942163466,4.2788282898278555e-17,2.0925052595697313e-17,4.9308699954889267e-17,2.6046760966699418e-17,4.1062361711752e-16,0.707135159747015,0.0,0.0,0.0,0.2928648402529854,100
Optimal Portfolio no_short,0.12109621305005099,0.01957631187055965,0.13991537396068973,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (77.63%); Blackrock World Gold Fund A2 SGD-H (22.37%),N/A,True,0.9736720342261501,0.08520630795402497,-0.35109513761359334,3.839974106255789e-18,0.0,3.440321041749246e-17,0.0,0.7763279657738499,0.0,0.0,1.0625396676089862e-17,8.581339142966125e-18,0.22367203422615015,101
Optimal Portfolio no_short,0.1571200398284825,0.026011294268638116,0.1612801732037702,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,,Infinity US 500 Stock Index SGD (67.31%); Amova Singapore Equity SGD (formerly Nikko AM) (17.02%); Blackrock World Gold Fund A2 SGD-H (15.66%),N/A,True,0.7215371172206794,0.10943266700264595,-0.349291494668301,7.319950640050077e-18,1.9182287053378648e-17,0.0,3.907128246309673e-17,0.1702369053386745,0.673118413678938,2.791390580931854e-17,1.578329368070687e-18,2.6950314585973704e-17,0.15664468098238726,102
Optimal Portfolio no_short,0.1250266095467858,0.013944052094564665,0.11808493593411763,1.0,1.0,1.0,0.0,,Schroder ISF Asian Opportunities A Acc SGD (50.58%); Infinity US 500 Stock Index SGD (47.86%); Amova Singapore Equity SGD (formerly Nikko AM) (1.56%),N/A,True,0.9977440445961041,0.09946251404008391,-0.19003471054749999,5.485677294651103e-18,2.5490872508014475e-17,1.7606565521177178e-17,0.0,0.015553135677509343,0.478625466971477,0.0,0.5058213973510136,0.0,0.0,103
Optimal Portfolio no_short,0.17615569713533882,0.040205800638841854,0.20051384151434995,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (50.80%); Blackrock World Gold Fund A2 SGD-H (49.20%),N/A,True,1.1022578447056717,0.10244506263079543,-0.19337466325898778,0.0,0.0,0.0,1.3588708979481508e-17,0.0,0.5080330629759441,3.286325646736522e-19,4.3608483964620693e-17,3.0000463683948963e-17,0.49196693702405603,104
Optimal Portfolio no_short,0.17399174201085435,0.01754300255060549,0.1324500001910362,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Infinity US 500 Stock Index SGD (89.43%); Blackrock World Gold Fund A2 SGD-H (10.57%),N/A,True,0.6098030280550611,0.1418295706680776,-0.16903026160914614,0.0,0.0,9.208535092456291e-17,0.0,0.0,0.8942721348587757,0.0,6.820182962971544e-17,0.0,0.10572786514122441,105
Optimal Portfolio no_short,0.20924083973722518,0.05171317650827222,0.22740531328065364,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Blackrock World Gold Fund A2 SGD-H (58.55%); Schroder ISF Asian Opportunities A Acc SGD (21.51%); Infinity US 500 Stock Index SGD (19.94%),N/A,True,1.4419600271808113,0.11443334947205945,-0.25661992086541296,2.6887281332540437e-17,0.0,0.0,0.0,2.4062203723764065e-17,0.19942128740061366,3.1386616174148325e-18,0.215111325533625,4.6228798674079634e-17,0.5854673870657614,106
Optimal Portfolio no_short,0.12332447544482723,0.01765145389953293,0.1328587742662596,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (76.66%); Blackrock World Gold Fund A2 SGD-H (23.34%),N/A,True,0.9834046245840729,0.09096347662901687,-0.19521243614993722,2.6228394565050543e-18,0.0,3.3833613664217036e-17,2.5225494826785096e-18,0.7665953754159273,6.111688412377985e-17,0.0,0.0,0.0,0.2334046245840729,107
Optimal Portfolio no_short,0.2576986718996448,0.0162907416124786,0.12763518955397293,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Infinity US 500 Stock Index SGD (100.00%),N/A,True,0.4750000000000006,0.22783231227676737,-0.1736326272526083,0.0,0.0,6.213902731538754e-17,1.7226078609093785e-16,0.0,1.0,0.0,2.947892453538197e-16,6.214495380509743e-17,0.0,108
Optimal Portfolio no_short,0.12057533043979309,0.01792748787605081,0.13389356921096252,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (68.94%); Infinity US 500 Stock Index SGD (18.97%); Blackrock World Gold Fund A2 SGD-H (12.09%),N/A,True,0.8187799144394226,0.08770826933369993,-0.24660076882627702,0.0,0.0,0.0,3.8042942339708695e-18,0.6893898888283164,0.1896707425351069,1.1310802443615054e-17,1.7412574099438253e-17,5.001167100540504e-18,0.1209393686365769,109
Optimal Portfolio no_short,0.19309446957384493,0.030822375191631144,0.17556302341789157,1.0,1.0,1.0,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (51.29%); Blackrock World Gold Fund A2 SGD-H (48.71%),N/A,True,1.2371207903355264,0.13658678172252117,-0.19512306205006769,3.2914063767906567e-18,0.0,1.5706838949825086e-17,0.0,0.5128792096644736,0.0,0.0,1.337631251322182e-17,3.534787628006031e-17,0.48712079033552635,110
Optimal Portfolio no_short,0.10582741432254615,0.014158512572376065,0.1189895481644336,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,,Amova Singapore Equity SGD (formerly Nikko AM) (75.81%); Schroder ISF Asian Opportunities A Acc SGD (18.41%); Blackrock World Gold Fund A2 SGD-H (5.78%),N/A,True,0.9458437354567522,0.07987014127319003,-0.1977918898080525,1.6207573412998888e-17,0.0,0.0,6.9075557791243816e-18,0.7581324531864337,0.0,4.381090476080019e-17,0.18409524542725667,0.0,0.05777230138630969,111
Optimal Portfolio no_short,0.24116173756058282,0.04687575482345396,0.21650809412918945,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,,Blackrock World Gold Fund A2 SGD-H (61.09%); Infinity US 500 Stock Index SGD (38.91%),N/A,True,1.2539346951523185,0.1552228537175839,-0.18870459916244042,0.0,1.0267438432448459e-16,2.0194713561403748e-18,0.0,0.0,0.3890708273315151,0.0,3.060985360246131e-17,7.35476934601801e-18,0.6109291726684852,112
