portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H
GMVP no_short,0.017343023815134435,9.22767556775867e-06,0.0030377089340090945,1.0,1.0,1.0,0.0,,LionGlobal SGD Money Market A Acc SGD (99.76%); First Sentier Global Property Securities A Acc SGD (0.14%); Schroder ISF Asian Opportunities A Acc SGD (0.10%),N/A,True,0.2530401338188779,0.017326106409926878,0.0,0.9975678929448977,6.2341624917916505e-18,7.589415207398531e-19,2.710505431213761e-20,0.0,0.0,0.0,0.0010153755768178823,0.00141673147828442,0.0
