portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H
Optimal Portfolio bounded_short,0.14309039879827917,0.01859726593620832,0.1363717930373005,1.0000000000000002,1.199999995757746,1.399999991515492,0.19999999575774585,,Amova Singapore Equity SGD (formerly Nikko AM) (35.00%); Infinity US 500 Stock Index SGD (35.00%); Fidelity World A-ACC-SGD (29.83%),First Sentier Global Property Securities A Acc SGD (-20.00%); AB FCP I Global High Yield A2 SGD-H (-0.00%),False,1.0243172619060517,0.10899541124856392,-0.22441008347324876,9.088301419031952e-11,2.0665251484341045e-09,1.1292058335526484e-09,-1.1123388374022106e-08,0.35,0.35,0.29827711396268697,-7.536347767812907e-11,-0.199999984558994,0.20172287850844509
