portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H
Optimal Portfolio no_short,0.12847808952392178,0.016843489841264242,0.1297824712403961,1.0000000000000007,1.0000000000000007,1.0000000000000007,0.0,,Infinity US 500 Stock Index SGD (62.60%); Amova Singapore Equity SGD (formerly Nikko AM) (22.82%); Blackrock World Gold Fund A2 SGD-H (14.58%),N/A,True,0.723632657497465,0.09759835814827068,-0.2090210900009527,0.0,0.0,0.0,0.0,0.22817099429032553,0.6260363515389885,0.0,0.0,1.3387006050193167e-16,0.14579265417068657
