portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H,A,direct_A,distance_to_direct_A
Optimal Portfolio no_short,0.12848101166982945,0.016845097658643917,0.1297886653704549,1.0,1.0,1.0,0.0,,Infinity US 500 Stock Index SGD (62.68%); Amova Singapore Equity SGD (formerly Nikko AM) (22.76%); Blackrock World Gold Fund A2 SGD-H (14.56%),N/A,True,0.7232701931712492,0.09757025746621786,-0.20897521009588316,3.7542603985268505e-18,0.0,0.0,1.8624868010470943e-18,0.22761962045795806,0.6267530873496414,3.5550355544551565e-18,3.2752899154329813e-18,2.8358968669823895e-17,0.14562729219240056,3.67,3.666666666666666,0.0033333333333338544
