iteration_count,mean_expected_return,std_expected_return,mean_volatility,std_volatility,mean_utility,std_utility
250,0.15830847083924443,0.056559974294176904,0.13973128044279612,0.03703093532027462,0.11999891584696866,0.04460165458661892
