volatility_band,volatility_band_lower,volatility_band_upper,binding_construct,final_risk_score,risk_category,target_volatility,calibrated_A,direct_A,risk_aversion_lower_A,risk_aversion_upper_A,selected_grid_A,expected_return,volatility,utility,weighted_long_fee_pct,top_three_weights
3%-13%,0.03,0.13,preference,2.7733333333333334,Balanced,0.08911111111111111,3.666666666666666,3.666666666666666,3.0,5.0,3.67,0.12848101166982945,0.1297886653704549,0.09757025746621786,0.7232701931712492,Infinity US 500 Stock Index SGD (62.68%); Amova Singapore Equity SGD (formerly Nikko AM) (22.76%); Blackrock World Gold Fund A2 SGD-H (14.56%)
4%-14%,0.04,0.14,preference,2.7733333333333334,Balanced,0.09911111111111112,3.666666666666666,3.666666666666666,3.0,5.0,3.67,0.12848101166982945,0.1297886653704549,0.09757025746621786,0.7232701931712492,Infinity US 500 Stock Index SGD (62.68%); Amova Singapore Equity SGD (formerly Nikko AM) (22.76%); Blackrock World Gold Fund A2 SGD-H (14.56%)
5%-15%,0.05,0.15,preference,2.7733333333333334,Balanced,0.1091111111111111,3.666666666666666,3.666666666666666,3.0,5.0,3.67,0.12848101166982945,0.1297886653704549,0.09757025746621786,0.7232701931712492,Infinity US 500 Stock Index SGD (62.68%); Amova Singapore Equity SGD (formerly Nikko AM) (22.76%); Blackrock World Gold Fund A2 SGD-H (14.56%)
