portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H
GMVP bounded_short,0.018205143319349817,0.00028944330038237816,0.017013033250492932,0.9999999999999999,1.1158764696219918,1.2317529392439837,0.11587646962199166,,LionGlobal SGD Money Market A Acc SGD (35.00%); United SGD Fund B Acc SGD (35.00%); United High Grade Corporate Bond A Acc SGD (34.66%),AB FCP I Global High Yield A2 SGD-H (-4.25%); Fidelity World A-ACC-SGD (-3.26%); Schroder ISF Asian Opportunities A Acc SGD (-1.77%),False,0.4834232144152221,0.01767449726864879,-0.05723470885228654,0.35,0.35,0.34657847670342656,-0.042506751695915335,0.05969224120748774,-0.011641827598525513,-0.03257886258592922,-0.017737915246100938,0.009605751711077422,-0.011411112495520655
