portfolio_name,expected_return,variance,volatility,net_exposure,long_exposure,gross_exposure,short_exposure,target_return,top_long_positions,top_short_positions,client_ready,weighted_long_fee_pct,utility,max_drawdown,LionGlobal SGD Money Market A Acc SGD,United SGD Fund B Acc SGD,United High Grade Corporate Bond A Acc SGD,AB FCP I Global High Yield A2 SGD-H,Amova Singapore Equity SGD (formerly Nikko AM),Infinity US 500 Stock Index SGD,Fidelity World A-ACC-SGD,Schroder ISF Asian Opportunities A Acc SGD,First Sentier Global Property Securities A Acc SGD,Blackrock World Gold Fund A2 SGD-H
GMVP unconstrained_short,0.020270428606372667,2.506396130445218e-05,0.005006392044621773,1.0,1.0997524502067293,1.1995049004134586,0.09975245020672925,,LionGlobal SGD Money Market A Acc SGD (61.52%); United SGD Fund B Acc SGD (45.27%); Fidelity World A-ACC-SGD (2.68%),AB FCP I Global High Yield A2 SGD-H (-4.67%); United High Grade Corporate Bond A Acc SGD (-3.51%); Schroder ISF Asian Opportunities A Acc SGD (-1.07%),False,0.3178864950206505,0.020224478010647837,-0.003853535572342248,0.6151725470189667,0.45268098298532233,-0.03514634291537902,-0.04669598929695288,0.0019063862092914329,-0.005419172854342017,0.026770487030525352,-0.010669631469370375,0.0032220469626233145,-0.0018213136706849691
